year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106430763,430763,EL CAMINO HOSPITAL,SANTA CLARA,Public - District,General Acute Care Hospital,2500 GRANT ROAD,MOUNTAIN VIEW,94040,Beds 300-499,,18,24,13,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,N/A,N/A,Emergency - Basic,28417,23814,,6485,4868,7033,7491,6302,6245,4296,3417,4866,1224,4,8513,1404,18499,17,5709,344,17745,903,880,76,159,42,41,,31,150,,49550,312,5,1,72,13546,10025,2583,21498,4579,,52231,3659,43269,5303,4658,3953,,84,450,575,681,1045,1236,1465,3041,29,5,,1287,155,2917,566,13,3672,1,1704,137,332,1117,165,,1,4657,240,,204,45,,,2,880,5077,284,2294,70,6,8611,966,7340,305,2015,300,28,9,,7,
2015,106430779,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor - Corporation,General Acute Care Hospital,2425 SAMARITAN DRIVE,SAN JOSE,95124,Beds 300-499,,18,28,15,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,N/A,N/A,Emergency - Basic,26090,19575,,6140,4662,6066,6399,5682,5440,3657,2956,3589,1074,,5196,1518,9870,24,4736,73,24248,203,313,63,1,8,18,,10,175,7,44728,86,3,1,24,4893,8839,6769,22156,3008,,45665,1190,43126,1349,6693,3820,,198,804,1844,751,1047,1289,1561,2627,115,277,,1780,200,1290,944,17,6280,2,99,103,364,653,196,1,35,7182,1619,,180,42,6,7,21,795,4750,371,4379,218,,10513,662,9601,250,2015,404,25,,25,5,
2015,106430837,430837,OCONNOR HOSPITAL,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,2105 FOREST AVENUE,SAN JOSE,95128,Beds 300-499,,18,28,10,San Jose Northwest,Urban,N/A,N/A,Emergency - Basic,27494,21137,,9456,5282,8381,6896,5052,4363,2817,2062,2436,1886,,6767,2238,27447,54,640,180,11305,409,1910,39,,1,,,,99,2,45965,18,,,,27633,6284,1789,9552,3373,,48631,1411,39440,7780,3384,2755,,71,244,342,445,760,894,1147,2089,61,86,,1516,224,1678,50,4,2666,1,34,795,216,624,15,,3,3615,706,,48,3,52,,,1021,3295,383,1278,162,,6139,700,4924,515,2015,358,23,,188,27,1
2015,106430883,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,Public - City or County,General Acute Care Hospital,751 SOUTH BASCOM AVENUE,SAN JOSE,95128-2699,Beds 500+,Level I & Level II - Ped,18,28,15,San Jose Northwest,Urban,N/A,Teaching,Emergency - Comprehensive,40508,41976,13,3533,5026,15991,14918,14449,15434,8797,2504,1030,815,,9246,6308,39916,144,5320,209,21354,119,6026,84,35,6,14,,589,644,367,72239,190,1,1,2125,46819,5975,6442,14072,9189,,82497,4976,62281,15240,6323,8334,2,385,1324,1598,2147,3508,2861,1410,994,121,311,,2695,978,5662,433,49,4825,17,164,403,298,43,129,,201,11107,1474,138,190,171,1,1,231,7805,2032,1034,1602,2186,,14659,1662,10668,2329,2015,574,24,,57,,108
2015,106430905,430905,STANFORD HOSPITAL,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,300 PASTEUR DRIVE,PALO ALTO,94305,Beds 500+,Level I & Level II - Ped,18,24,13,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,N/A,Teaching,Emergency - Basic,27036,24044,12,9930,6613,7997,6323,4972,4853,3588,2173,2049,2594,,7139,3851,18231,86,4318,638,16829,261,,71,72,7,4,,51,184,,47066,156,2954,,160,8199,4716,14198,16727,7251,1,51092,1767,40425,8900,5692,5716,2,136,925,1064,1259,1897,2133,1828,2168,,,,1849,835,1959,788,123,5821,35,192,,397,1894,152,,5,6789,1505,1,375,83,6,,2,1952,5544,603,2902,409,,11410,909,9646,855,2015,613,54,106,,,9
2015,106431506,431506,KAISER FND HOSP - SAN JOSE,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,250 HOSPITAL PARKWAY,SAN JOSE,95119,Beds 200-299,,19,29,17,New Almaden/San Jose Southwest,Urban,N/A,N/A,Emergency - Basic,28841,25070,3,6496,5688,7958,6787,6242,6508,4889,4134,4035,1177,,6572,2907,22662,170,1206,578,19819,232,728,79,259,86,17,,8,484,9,51476,214,,24,298,7869,10972,878,29029,5166,,53914,954,48784,4176,2817,2952,,67,252,322,482,811,1087,1250,1483,14,1,,777,248,1539,59,14,3115,17,300,75,250,771,20,,19,3551,584,1,144,16,,2,36,302,3402,16,1950,99,,5769,162,5316,291,2015,242,28,,,,
2015,106434138,434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,9400 NO NAME UNO,GILROY,95020,Beds 50-99,,20,30,17,Gilroy/Morgan Hill/Rucker/San Martin,Rural,N/A,N/A,Emergency - Basic,13916,11886,,4217,3317,4024,3493,3003,2767,1850,1211,1069,851,,423,469,15135,12,692,13,9058,838,855,38,,,,,111,,,23782,116,3,,,14465,3126,914,6126,1171,,25802,82,21183,4537,1112,953,,31,92,142,180,298,357,394,542,7,22,,93,22,791,27,1,1129,2,3,254,47,140,4,,,1298,160,,22,2,135,,,473,1113,68,405,6,,2065,29,1775,261,2015,93,8,,59,,
2015,106434153,434153,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,Beds 300-499,,17,25,10,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,N/A,Teaching,Emergency - Basic,33678,29667,4,7377,5450,8386,8470,6946,7531,6189,5436,6122,1442,,15304,2767,16351,159,988,475,27305,88,625,121,552,108,22,,7,616,13,60566,462,1,17,151,5978,14306,1162,38297,3606,,63349,1656,58465,3228,4065,3801,,123,221,361,509,965,1379,1646,2446,76,140,,1640,272,1265,51,16,4610,12,79,60,385,2244,14,,3,3597,1215,,229,16,,4,20,312,4894,10,2547,103,,7866,311,7324,231,2015,327,32,,,,
2015,106440755,440755,DOMINICAN HOSPITAL,SANTA CRUZ,Nonprofit - Corporation,General Acute Care Hospital,1555 SOQUEL DRIVE,SANTA CRUZ,95065,Beds 200-299,,20,29,17,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,N/A,N/A,Emergency - Basic,22257,20833,,3491,4093,7648,6080,5306,5849,4761,2607,2561,694,,578,924,8340,9,1894,160,31185,252,596,35,75,2,6,,435,671,192,40503,263,44,,4,17576,8396,904,9237,6977,,43090,76,40000,3014,3515,3652,,128,359,479,627,1067,1559,1137,1662,61,88,,118,111,990,180,9,5759,,125,186,229,1238,301,,29,3802,1052,8,119,72,2,1,3,1602,3887,108,1442,115,13,7167,16,6699,452,2015,223,24,12,,,
2015,106444013,444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,Investor - Corporation,General Acute Care Hospital,75 NIELSON STREET,WATSONVILLE,95076,Beds 100-149,,20,30,17,Freedom/Watsonville,Urban,N/A,N/A,Emergency - Basic,16085,13504,1,6199,3804,4908,3877,3048,2719,1741,1016,959,1319,,144,154,22449,3,8,5,6827,320,598,21,4,7,18,,78,145,,28269,64,10,,56,19503,3580,606,4574,1327,,29590,74,16557,12959,2159,1376,,149,588,439,310,428,451,438,571,81,80,,36,13,2208,,1,1277,,121,47,76,236,15,,,2549,432,,31,19,9,,,1568,1396,29,524,18,,3535,2,2112,1421,2015,106,14,,,,
2015,106450936,450936,MAYERS MEMORIAL HOSPITAL,SHASTA,Public - District,General Acute Care Hospital,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,Beds 100-149,,1,1,1,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,Rural,N/A,Emergency - Standby,2078,1777,,388,355,472,405,398,485,501,484,297,70,,8,14,377,242,14,,3200,114,41,4,,4,1,,,4,4,3493,15,,141,27,1585,1180,98,777,215,,3855,8,3728,119,175,130,,5,36,26,17,34,59,59,62,1,6,,,2,24,,,252,27,10,3,13,,,,1,216,57,1,2,,,1,,88,161,2,45,9,,305,,301,4,2015,121,4,,7,,1
2015,106450940,450940,SHASTA REGIONAL MEDICAL CENTER,SHASTA,Investor - Limited Liability Company,General Acute Care Hospital,1100 BUTTE STREET,REDDING,96001,Beds 200-299,Level III,1,1,1,Redding,Urban,N/A,N/A,Emergency - Basic,22844,19301,,3128,3857,7864,6945,5685,6162,3754,2405,1985,360,,616,992,1262,880,1433,429,36533,272,2119,44,24,4,,,213,577,,38820,71,,,,23134,10178,1030,5226,2575,2,42145,171,41834,140,2679,2679,,42,198,251,460,932,1088,1136,1250,,1,,51,68,117,96,17,4913,96,221,201,228,777,,,,3059,798,5,58,7,,,,1306,3608,38,365,41,,5358,22,5316,20,2015,246,26,,1,,4
2015,106450949,450949,MERCY MEDICAL CENTER - REDDING,SHASTA,Nonprofit - Corporation,General Acute Care Hospital,2175 ROSALINE AVENUE,REDDING,96001,Beds 200-299,Level II,1,1,1,Redding,Urban,N/A,N/A,Emergency - Basic,26710,21671,2,6208,4538,8165,6974,5083,5670,4344,3006,2845,1550,,801,912,2410,751,304,559,42646,295,1952,75,61,16,7,,74,231,1,45469,181,5,2,14,25061,11375,1322,8456,2166,3,48383,391,47668,324,3566,4044,,172,473,445,593,1176,1469,1433,1511,128,210,,106,102,213,20,117,6962,90,314,133,362,1203,15,,,4162,1187,6,212,15,1,,,1963,4249,281,1044,73,,7610,29,7541,40,2015,267,25,,,,
2015,106470871,470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,Nonprofit - Corporation,General Acute Care Hospital,"914 PINE STREET, BOX 239",MOUNT SHASTA,96067,Beds 1-49,Level III,1,1,1,Carrick/Edgewood/Mount Shasta/Weed,Rural,Rural,N/A,Emergency - Basic,4301,4048,,622,767,1183,1045,1030,1178,1108,744,550,122,,102,300,356,94,185,453,6859,279,194,21,4,3,,,58,58,,7700,31,,,1,3681,2537,234,1503,394,,8349,54,8246,49,374,301,,6,47,31,60,99,149,144,121,7,11,,8,26,15,9,23,584,10,39,6,26,20,5,,4,514,37,,20,1,,,3,177,393,7,87,11,,675,4,664,7,2015,33,8,,,,
2015,106474007,474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,Nonprofit - Corporation,General Acute Care Hospital,444 BRUCE STREET,YREKA,96097,Beds 1-49,Level IV,1,1,1,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,Rural,N/A,Emergency - Basic,6762,6239,,1143,1214,1980,1594,1301,1828,1457,1084,1155,245,,106,202,835,728,53,247,10830,852,71,22,,20,,,56,26,4,11936,9,1,1,,5653,3883,957,1358,1150,,13001,28,12896,77,517,459,,15,34,44,71,157,194,184,245,8,24,,14,8,36,4,7,852,55,54,15,22,79,3,,3,655,97,,46,2,,,,230,609,22,92,23,,976,5,963,8,2015,28,8,,3,,
2015,106480989,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,SOLANO,Nonprofit - Corporation,General Acute Care Hospital,975 SERENO DRIVE,VALLEJO,94589,Beds 200-299,,5,14,3,Vallejo,Urban,N/A,N/A,Emergency - Basic,29111,23176,3,6148,5456,7732,6490,5823,6550,5366,3698,3963,1064,,6741,15218,9515,222,1192,949,18453,251,930,105,235,44,13,,73,378,5,49883,197,126,3,46,13851,10652,689,20884,6214,,52290,454,49431,2405,3020,2679,,57,204,262,404,853,1193,1170,1552,1,3,,878,1156,548,39,15,3039,24,322,67,257,1167,48,,1,2989,672,4,154,15,1,,2,576,3519,18,1415,171,,5699,82,5476,141,2015,248,48,1,,,
2015,106481094,481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Nonprofit - Corporation,General Acute Care Hospital,300 HOSPITAL DRIVE,VALLEJO,94590,Beds 100-149,,5,14,3,Vallejo,Urban,N/A,N/A,Emergency - Basic,20987,15666,2,4355,3137,6424,5469,4896,5352,3417,1517,1241,847,,3845,12920,8374,102,975,571,9868,207,292,29,177,37,6,,43,230,10,34955,110,35,73,244,22092,6059,640,4592,3230,42,36655,1023,32401,3231,1524,1312,,13,125,180,290,623,632,437,535,1,,,546,816,338,55,56,1018,7,128,95,74,458,9,,11,1493,456,,84,13,9,,6,961,1480,34,289,72,,2836,193,2483,160,2015,102,13,124,83,,
2015,106481357,481357,NORTH BAY MEDICAL CENTER,SOLANO,Nonprofit - Corporation,General Acute Care Hospital,1200 B. GALE WILSON BLVD.,FAIRFIELD,94533,Beds 100-149,Level III,3,11,3,Fairfield,Urban,N/A,N/A,Emergency - Basic,35954,27753,3,7667,5830,11472,10323,8060,8206,4979,2804,2817,1552,,3127,15064,14972,118,2105,150,28174,824,1257,105,340,15,10,,589,139,8,59564,368,103,16,157,35277,11334,2071,9225,5802,1,63710,1175,56881,5654,3006,2770,,59,286,411,589,1041,1095,1021,1238,20,16,,477,1045,844,175,5,3220,10,260,144,295,974,29,,,3062,903,29,65,4,3,1,7,1561,3185,131,642,256,1,5776,265,5142,369,2015,132,19,4,211,,
2015,106484044,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Nonprofit - Corporation,General Acute Care Hospital,1 QUALITY DRIVE,VACAVILLE,95688,Beds 100-149,Level II,3,11,3,Vacaville,Urban,N/A,N/A,Emergency - Basic,21407,17115,,4640,4604,5568,4408,4260,4653,3867,2857,2907,758,,3160,5417,7995,190,708,239,20813,167,580,26,78,34,7,,22,321,,37004,123,109,2,49,6758,7624,833,21032,2275,,38522,180,37159,1183,1912,1862,,45,199,214,296,595,737,755,927,,6,,335,411,425,50,14,2520,19,175,28,178,433,55,,,2347,430,7,99,13,2,1,6,244,2145,22,1246,117,,3774,26,3663,85,2015,140,27,,,,
2015,106490964,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,General Acute Care Hospital,1375 UNIVERSITY STREET,HEALDSBURG,95448,Beds 1-49,,2,2,2,Geyserville/Healdsburg,Rural,N/A,N/A,Emergency - Standby,4689,4309,,1119,885,1334,1209,915,1190,867,613,738,128,,104,82,3207,1529,1,15,4060,205,42,6,,1,,,6,14,3,8703,8,,,10,3757,2200,589,1833,605,14,8998,3,7086,1909,390,283,,9,21,39,45,88,120,95,256,,,,8,4,95,,,559,7,36,17,42,27,1,,,396,150,,1,2,,,1,121,431,19,81,21,,673,1,616,56,2015,43,8,,,,
2015,106491001,491001,PETALUMA VALLEY HOSPITAL,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,400 NORTH MCDOWELL BOULEVARD,PETALUMA,94954,Beds 50-99,,2,10,3,Petaluma,Urban,N/A,N/A,Emergency - Basic,9305,7731,,1840,1679,2338,2223,1997,2202,1860,1117,1496,284,,327,354,3496,20,259,102,12478,839,152,25,11,1,,,89,85,2,15709,69,22,,25,5981,4021,1020,4365,1649,,17036,111,15215,1710,951,766,,20,93,107,136,257,323,268,499,1,13,,43,28,201,37,22,1386,,57,28,53,141,5,,7,1014,302,1,33,7,67,,2,400,1012,46,237,22,,1717,16,1575,126,2015,80,15,7,,,
2015,106491064,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,Beds 200-299,Level II,5,10,2,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,18712,17840,2,3234,2859,5502,4983,4342,5190,4145,2358,3243,694,4,660,1503,6914,97,448,186,26746,612,415,75,25,1,2,,111,176,6,34831,155,46,,44,15964,9391,1435,5904,3860,,36554,137,33601,2816,3913,4201,1,170,472,502,662,1322,1502,1277,1995,56,157,,165,213,895,118,72,6619,33,164,195,372,827,108,,41,4433,1560,14,156,63,152,,30,2336,4424,161,1137,57,,8115,50,7527,538,2015,278,33,55,,,
2015,106491076,491076,SONOMA VALLEY HOSPITAL,SONOMA,Public - District,General Acute Care Hospital,347 ANDRIEUX STREET,SONOMA,95476,Beds 50-99,,5,10,3,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,Urban,N/A,N/A,Emergency - Basic,5026,4366,,936,819,1026,1057,887,1102,1172,1034,1142,217,,77,94,2359,10,5,62,6785,454,89,15,,2,,,30,32,52,8636,15,9,,,3252,2811,404,2530,395,,9392,48,7917,1427,439,380,,7,35,32,56,105,141,146,296,,1,,3,10,81,,6,719,,65,8,22,93,,,10,313,280,,10,16,1,,,151,537,26,102,3,,819,5,765,49,2015,83,9,,58,,1
2015,106491338,491338,PALM DRIVE HOSPITAL,SONOMA,Public - District,General Acute Care Hospital,501 PETALUMA AVENUE,SEBASTOPOL,95472,Beds 1-49,,2,10,2,Bodega/Sebastopol,Rural,N/A,N/A,Emergency - Standby,379,343,,47,47,91,78,73,109,113,82,78,4,,3,1,,,7,657,54,21,4,1,,,1,,2,,4,683,1,3,1,1,28,199,15,438,40,2,722,722,,,38,31,,2,3,8,3,8,11,9,25,,,,,,,,69,,,,1,2,2,,,,54,10,,,,,,,1,31,1,28,8,,69,69,,,2015,37,5,,,,
2015,106494019,494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,401 BICENTENNIAL WAY,SANTA ROSA,95403,Beds 150-199,,5,2,2,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,27779,23715,5,5394,6002,6854,5812,5192,5888,5985,4505,5008,858,1,1506,1681,11783,340,671,631,34887,326,352,68,71,71,38,,42,613,26,49532,209,4,9,138,9936,13386,1217,24704,2255,1,51499,318,46939,4242,2467,2316,,86,174,220,302,588,1014,963,1311,41,84,,131,110,533,18,14,3941,36,179,30,170,396,14,,53,3243,506,,164,17,1,3,7,270,3001,13,1435,64,,4783,30,4560,193,2015,173,34,,,,
2015,106494106,494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,30 MARK WEST SPRINGS RD.,SANTA ROSA,95403,Beds 50-99,,2,2,2,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,15122,12772,3,2999,2418,4588,4013,3375,3781,3088,1593,1306,736,,657,845,8125,341,663,854,16412,548,207,20,127,6,9,,191,987,13,25362,52,4,61,110,12769,4968,1018,6324,2671,147,27897,312,23700,3885,1379,1414,,21,121,175,241,483,659,515,564,13,1,,57,66,369,87,57,2116,41,100,38,104,427,6,,3,1578,419,,88,21,,3,4,654,1362,103,624,50,,2793,43,2559,191,2015,84,12,94,106,2,
2015,106500852,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,General Acute Care Hospital,1441 FLORIDA AVENUE,MODESTO,95350,Beds 300-499,Level II,10,21,5,Modesto West,Urban,N/A,N/A,Emergency - Basic,47468,40987,,12755,9410,15723,14156,11113,10929,5982,3068,2232,3087,,1843,5241,33654,126,4101,1892,41598,396,4478,106,51,13,26,,,4619,35,78370,339,6,1,,47971,11934,1431,22091,5028,,88455,439,81229,6787,6507,7325,,352,803,1062,1560,2679,2737,2084,1940,270,345,,399,599,3600,606,160,8446,22,288,365,516,1109,150,1,88,8908,1869,30,338,140,25,,5,5237,4623,1576,2270,126,,13832,134,12777,921,2015,394,33,15,,,
2015,106500867,500867,EMANUEL MEDICAL CENTER,STANISLAUS,Investor - Corporation,General Acute Care Hospital,825 DELBON AVENUE,TURLOCK,95382,Beds 200-299,,10,12,8,Denair/Turlock,Urban,N/A,N/A,Emergency - Basic,34703,27322,,12292,8662,10740,8507,6358,5770,3167,2165,1922,2442,,403,1506,32310,39,4247,206,23314,1345,3968,84,16,10,,,,81,,56514,5,,,,42835,7236,830,8552,2571,1,62025,1729,49010,11286,3889,3247,,126,376,514,701,1273,1199,1277,1530,49,91,,98,168,2315,782,22,3746,5,5,1007,178,848,,,111,4615,13,12,126,,220,,1,2563,3534,40,924,75,,7136,558,5453,1125,2015,209,32,,2,,
2015,106500939,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,General Acute Care Hospital,1700 COFFEE ROAD,MODESTO,95355,Beds 300-499,Level II,10,12,5,Modesto East,Urban,N/A,N/A,Emergency - Basic,36940,27728,1,8151,6490,11042,9077,7417,7593,5041,3840,4151,1866,1,1558,4268,22780,166,1793,296,33808,562,621,79,202,54,24,,10,203,10,61605,423,5,15,405,33058,13236,1811,12851,3601,112,64669,1151,58928,4590,6112,5657,,223,583,735,1032,1848,2151,2286,2757,51,103,,351,475,2662,347,40,7865,29,340,199,418,2222,168,,20,6245,1853,1,281,13,1,2,3,2377,7096,307,1812,177,,11769,411,10550,808,2015,423,44,368,83,3,
2015,106500967,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,General Acute Care Hospital,350 SOUTH OAK STREET,OAKDALE,95361,Beds 150-199,,10,12,8,Oakdale/Riverbank,Rural,Rural,N/A,Emergency - Basic,14348,9873,,4011,2909,3831,3766,3301,2456,1489,989,796,673,,61,370,7230,5,369,326,15860,689,298,21,1,1,,,,28,,23126,24,30,,,14879,3477,338,3372,2155,,24221,34,22488,1699,462,339,,22,43,49,71,121,127,125,201,6,36,,4,10,84,13,13,677,,45,13,18,25,3,,2,558,128,1,5,1,1,,,253,436,1,93,17,1,801,4,754,43,2015,150,12,,3,,1
2015,106521041,521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,General Acute Care Hospital,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,Beds 50-99,Level III,1,3,4,Gerber/Los Flores/Proberta/Red Bluff,Rural,Rural,N/A,Emergency - Basic,16933,13635,,3948,3208,4865,4298,3295,3900,2613,1907,1759,775,,304,322,4717,246,258,217,24504,587,908,28,36,10,3,,288,345,,28322,37,,2,2,16689,7089,828,3983,1978,1,30568,150,28653,1765,1066,855,,26,93,109,126,278,370,363,474,31,51,,24,11,140,12,10,1711,13,95,35,51,216,21,,,1181,247,,45,30,,,,517,1157,26,195,26,,1921,7,1848,66,2015,76,15,,,,
2015,106531059,531059,TRINITY HOSPITAL,TRINITY,Public - District,General Acute Care Hospital,60  EASTER AVENUE,WEAVERVILLE,96093,Beds 50-99,,2,2,2,Douglas City/Lewiston/Trinity Center/Weaverville,Frontier,Rural,N/A,Emergency - Standby,2398,2649,1,353,514,814,667,698,649,566,467,253,67,,46,30,191,80,45,31,4625,189,26,3,,,,,,,1,4560,1,,229,27,289,1231,154,2989,385,,5048,14,5020,14,150,157,,1,13,12,28,48,58,75,72,,,,1,1,4,1,1,297,2,38,7,14,,,,,203,41,,,,,4,,21,193,7,23,62,1,307,1,305,1,2015,51,4,,12,,
2015,106540734,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,General Acute Care Hospital,400 WEST MINERAL KING,VISALIA,93291,Beds 500+,Level III,22,26,16,Farmersville/Goshen/Visalia,Urban,N/A,N/A,Emergency - Basic,40135,32312,,10608,8589,12893,10906,8154,7359,4921,3324,2914,2779,,323,513,11235,31,1380,52648,6317,782,2078,112,4,63,21,,562,679,1,67506,173,308,11,147,7040,9480,1529,54387,,11,72447,382,63032,9033,6482,6805,,229,771,1072,1354,2308,2504,2164,2477,200,208,,272,296,5420,819,64,6391,25,238,140,570,1205,405,,,8741,1629,34,195,94,19,,17,4264,7044,76,1772,131,,13287,144,11510,1633,2015,581,34,,,,
2015,106540798,540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,General Acute Care Hospital,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,Beds 150-199,,23,26,14,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella,Rural,N/A,N/A,Emergency - Basic,23556,18816,1,7812,5684,6764,5824,4414,4235,2802,1651,1431,1756,,532,449,25495,701,1105,86,14005,298,2815,63,17,4,5,,180,102,3,38614,113,107,6,46,28553,5795,595,5324,2106,,42373,189,34089,8095,1984,1963,,71,212,269,375,596,745,703,777,103,96,,69,33,1699,31,3,2035,77,133,74,173,185,,,8,2584,729,,54,,4,,3,1346,2198,27,358,18,,3947,36,3222,689,2015,167,22,,,,
2015,106540816,540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,General Acute Care Hospital,869 CHERRY AVENUE,TULARE,93274,Beds 100-149,,22,26,16,Tipton/Tulare/Woodville,Rural,N/A,N/A,Emergency - Basic,16816,12563,,4823,4113,5354,4512,3556,2944,1554,806,736,981,,215,1289,17604,881,294,27,9069,243,188,58,,,1,,,37,76,28484,147,,,145,20547,3101,474,3396,1861,,29379,181,25884,3314,1211,1027,,47,142,211,254,406,388,299,449,21,21,,30,74,1024,28,,1007,75,119,47,79,105,7,,,1478,367,,32,2,,,2,869,1095,12,228,34,,2238,60,1907,271,2015,112,12,,,,
2015,106554011,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Nonprofit - Corporation,General Acute Care Hospital,1000 Greenley Road,Sonora,95370,Beds 100-149,,4,5,8,Columbia/Jamestown/Sonora,Rural,Rural,N/A,Emergency - Basic,16664,13482,,2412,2622,4243,3541,3165,4184,3847,2974,2691,467,,141,241,1618,72,364,114,27596,1002,483,39,79,7,1,,196,148,,28143,38,,,7,11748,9404,1354,6424,1216,,30146,54,29929,163,1784,1613,,33,138,139,221,508,688,729,919,5,17,,11,16,67,21,6,3270,6,159,74,114,680,5,,,1833,497,6,19,3,,,,623,2256,100,407,11,,3397,3,3381,13,2015,140,14,2,1,,7
